,S.No,actual,pred,alive,plod,Name,title,male,culture,dateOfBirth,DateoFdeath,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive,Allegiances,Death Year,Book of Death,Death Chapter,Book Intro Chapter,Gender,Nobility,GoT,CoK,SoS,FfC,DwD
629,1631,1,0,0.45299999999999996,0.547,alerie hightower,Highgarden,0,,257.0,,,,,House Hightower,Mace Tyrell,1,1,1,1,1,,,,1.0,1,1,48.0,0,0,0,0.22742474899999998,1,House Tyrell,,,,6.0,0,1,0,0,1,1,0
630,1632,1,1,0.6659999999999999,0.33399999999999996,anguy,,1,,,,,,,Brotherhood without banners,,1,0,1,1,0,,,,,0,0,,0,0,0,0.130434783,1,None,,,,30.0,1,0,1,0,1,0,0
631,1633,1,1,0.9670000000000001,0.033,andrik,Lord of Southshield,1,Ironborn,,,,,,House Drumm,,0,1,1,1,1,,,,,0,1,,0,0,0,0.043478261,1,Greyjoy,,,,19.0,1,1,0,0,0,1,0
632,1634,0,0,0.40399999999999997,0.596,amory lorch,Ser,1,,,299.0,,,,House Lorch,,1,1,1,1,1,,,,,0,1,,0,0,0,0.277591973,0,House Lannister,299.0,2.0,47.0,14.0,1,1,0,1,0,0,0
633,1635,1,0,0.055,0.945,archibald yronwood,Ser,1,,,,,,,House Yronwood,,0,0,0,0,1,,,,,0,1,,0,0,0,0.140468227,1,Martell,,,,6.0,1,1,0,0,0,0,1
634,1637,1,1,0.638,0.36200000000000004,areo hotah,Sunspear,1,Norvos,257.0,,,,,House Martell,,1,1,1,1,1,,,,,0,1,48.0,0,0,0,0.25752508399999996,1,House Martell,,,,2.0,1,0,0,0,0,1,1
635,1638,1,0,0.092,0.9079999999999999,arwyn oakheart,Old Oak,1,,,,,,,House Oakheart,,1,1,1,1,1,,,,,0,1,,0,0,0,0.036789298,1,Tyrell,,,,22.0,0,1,0,1,0,0,0
636,1640,0,0,0.248,0.752,arys oakheart,Ser,1,Reach,,300.0,,,,House Oakheart,,1,1,1,1,1,,,,,0,1,,0,0,1,0.344481605,0,Lannister,300.0,4.0,21.0,57.0,1,1,1,1,0,1,0
637,1642,0,1,0.5529999999999999,0.447,aron santagar,Ser,1,Dornish,,299.0,,,,House Santagar,,1,1,0,1,0,,,,,0,1,,0,0,0,0.066889632,0,Lannister,299.0,2.0,41.0,18.0,1,1,1,1,0,0,0
638,1643,1,0,0.365,0.635,asha greyjoy,Black Wind,0,Ironborn,275.0,,,,,House Greyjoy,Erik Ironmaker,1,1,0,1,1,,,,1.0,1,1,30.0,0,0,1,0.7090301,1,House Greyjoy,,,,11.0,0,1,0,1,0,1,1
639,1648,1,1,0.9390000000000001,0.061,ballabar,Maester,1,,,,,,,House Redwyne,,0,1,1,1,1,,,,,0,1,,0,0,0,0.030100334,1,Lannister,,,,4.0,1,0,0,1,0,0,0
640,1650,1,0,0.494,0.506,balon swann,Ser,1,Stormlander,,,,,,House Swann,,1,1,1,1,1,,,,,0,1,,0,0,0,0.311036789,1,Lannister,,,,29.0,1,1,1,1,1,1,1
641,1652,1,1,0.586,0.414,barristan selmy,Ser,1,Westeros,236.0,,,,,House Selmy,,1,1,1,1,1,,,,,0,1,69.0,0,0,1,1.0,1,Targaryen,,,,15.0,1,1,1,1,1,0,1
642,1653,1,0,0.46799999999999997,0.532,barbrey dustin,Barrowton,0,Northmen,,,,,,House Ryswell,Willam Dustin,0,0,0,1,1,,,,0.0,1,1,,0,0,0,0.16387959900000001,1,Stark,,,,26.0,0,1,0,0,0,0,1
643,1656,1,1,0.875,0.125,belwas,,1,Meereenese,,,,,,House Targaryen,,0,1,1,1,1,,,,,0,0,,0,0,0,0.143812709,1,House Targaryen,,,,63.0,1,0,0,1,1,0,1
644,1657,1,0,0.062,0.938,benjen stark,First Ranger,1,Northmen,267.0,,,,,House Stark,,1,1,1,1,1,,,,,0,1,38.0,5,1,1,0.40133779299999994,1,Night's Watch,298.0,1.0,24.0,5.0,1,1,1,0,0,0,0
645,1659,0,0,0.41,0.59,beric dondarrion,Lord of Blackhaven,1,,276.0,299.0,,,,,,1,1,1,1,1,,,,,0,1,23.0,0,0,1,0.434782609,0,None,300.0,4.0,27.0,42.0,1,1,1,0,1,0,0
646,1660,0,0,0.084,0.9159999999999999,biter,,1,,,300.0,,,,Brave Companions,,0,1,1,1,0,,,,,0,0,,0,0,0,0.127090301,0,None,300.0,4.0,37.0,1.0,1,0,0,1,0,1,0
647,1662,1,0,0.049,0.951,brandon norrey,The NorreyLord Norrey,1,Northern mountain clans,,,,,,House Norrey,,0,0,0,1,1,,,,,0,1,,0,0,0,0.030100334,1,Stark,,,,49.0,1,1,0,0,0,0,1
648,1663,1,0,0.423,0.5770000000000001,bowen marsh,Lord Steward,1,,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,1,,0,0,0,0.254180602,1,Night's Watch,,,,21.0,1,0,1,0,1,0,1
649,1664,1,1,0.715,0.285,bonifer hasty,Ser,1,,,,,,,House Hasty,,0,1,1,1,1,,,,,0,1,,0,0,0,0.053511706,1,Lannister,,,,65.0,1,1,0,1,0,1,0
650,1666,0,0,0.185,0.815,brynden rivers,Ser,1,Valyrian,175.0,252.0,,,,House Targaryen,,0,0,0,1,1,,,,,0,1,77.0,4,1,1,0.605351171,0,House Targaryen,,,,34.0,1,1,0,0,0,0,1
651,1667,1,0,0.096,0.904,brynden tully,Ser,1,Rivermen,242.0,,,,,House Tully,,1,1,1,1,1,,,,,0,1,63.0,5,1,1,0.34113712399999996,1,House Tully,,,,2.0,1,1,1,1,1,1,0
652,1668,1,1,0.843,0.157,caleotte,Maester,1,,,,,,,House Martell,,1,1,1,1,1,,,,,0,1,,0,0,0,0.040133779,1,House Martell,,,,2.0,1,0,0,0,0,1,1
653,1670,1,1,0.687,0.313,cellador,Septon,1,,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.033444816,1,Night's Watch,,,,48.0,1,0,1,0,1,0,1
654,1671,1,0,0.271,0.7290000000000001,chella,,0,Vale mountain clans,,,,,,Black Ears,,1,1,1,0,0,,,,,0,0,,0,0,0,0.036789298,1,Lannister,,,,56.0,0,0,1,1,1,0,0
655,1673,1,0,0.461,0.539,colemon,Maester,1,,,,,,,House Arryn,,1,1,1,1,1,,,,,0,1,,0,0,0,0.066889632,1,House Arryn,,,,34.0,1,0,1,0,1,1,0
656,1678,1,0,0.047,0.953,daenerys targaryen,Andals,0,Valyrian,284.0,,,,,House Targaryen,Drogo,1,1,1,1,1,,,,0.0,1,1,21.0,15,1,1,1.0,1,House Targaryen,,,,3.0,0,1,1,1,1,0,1
657,1680,1,0,0.157,0.843,daven lannister,Ser,1,Westerman,273.0,,,,,House Lannister,,1,1,1,1,1,,,,,0,1,32.0,0,0,0,0.20735786,1,House Lannister,,,,12.0,1,1,0,0,0,1,0
658,1681,0,1,0.7829999999999999,0.217,dick crabb,,1,,,300.0,,,,House Crabb,,0,0,0,1,0,,,,,0,0,,0,0,0,0.070234114,0,None,300.0,4.0,20.0,9.0,1,0,0,0,0,1,0
659,1682,0,1,0.574,0.426,donal noye,,1,,244.0,300.0,,,,House Baratheon,,1,1,1,1,1,,,,,0,0,56.0,0,0,0,0.140468227,0,Night's Watch,300.0,3.0,64.0,19.0,1,0,1,1,1,0,0
660,1684,1,0,0.08199999999999999,0.9179999999999999,davos seaworth,Ser,1,Westeros,260.0,,,,,House Seaworth,Marya Seaworth,0,1,1,1,1,,,,1.0,1,1,45.0,1,1,1,0.969899666,1,Baratheon,,,,0.0,1,1,0,1,1,0,1
661,1685,0,0,0.253,0.747,doreah,,0,Lysene,278279.0,299.0,,,,House Targaryen,,1,1,0,0,1,,,,,0,0,-277980.0,0,0,0,0.11036789300000001,0,House Targaryen,299.0,2.0,12.0,11.0,0,0,1,1,0,0,0
662,1687,1,0,0.235,0.765,dywen,,1,,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.093645485,1,Night's Watch,,,,48.0,1,0,1,1,1,0,1
663,1688,0,1,0.887,0.113,eddard karstark,,1,Northmen,,298.0,,,,House Karstark,,1,1,1,1,1,,,,,0,0,,0,0,0,0.073578595,0,Stark,298.0,1.0,63.0,53.0,1,1,1,0,0,0,0
664,1689,0,0,0.445,0.555,eddard stark,Winterfell,1,Northmen,263.0,299.0,,,,House Stark,Catelyn Tully,1,1,1,1,1,,,,1.0,1,1,36.0,6,1,1,1.0,0,House Stark,299.0,1.0,65.0,1.0,1,1,1,0,0,0,0
665,1691,1,0,0.027999999999999997,0.972,edmure tully,Ser,1,Rivermen,267.0,,,,,House Tully,Roslin Frey,1,1,1,1,1,,,,1.0,1,1,38.0,8,1,1,0.655518395,1,House Tully,,,,28.0,1,1,1,1,1,1,0
666,1693,0,0,0.152,0.848,emmon cuy,Ser,1,,,299.0,,,,House Cuy,,0,1,0,0,0,,,,,0,1,,0,0,0,0.036789298,0,Baratheon,299.0,2.0,42.0,33.0,1,1,0,1,0,0,0
667,1694,1,1,0.8220000000000001,0.17800000000000002,eleyna westerling,,0,,287.0,,,,,House Westerling,,0,0,1,1,0,,,,,0,0,18.0,0,0,0,0.046822742,1,Stark,,,,45.0,0,1,0,0,1,1,0
668,1696,1,1,0.7140000000000001,0.28600000000000003,falia flowers,,0,,281.0,,,,,House Hewett,,0,0,0,1,1,,,,,0,0,24.0,0,0,0,0.026755853,1,Greyjoy,,,,29.0,0,0,0,0,0,1,0
669,1698,0,0,0.14800000000000002,0.852,farlen,,1,,,299.0,,,,House Stark,,1,1,1,0,1,,,,,0,0,,0,0,0,0.056856187,0,House Stark,299.0,2.0,56.0,46.0,1,0,0,1,0,0,0
670,1699,0,1,0.639,0.361,falyse stokeworth,,0,,265.0,300.0,,,,House Stokeworth,Balman Byrch,0,1,1,1,1,,,,0.0,1,0,35.0,1,1,0,0.100334448,0,Lannister,300.0,5.0,36.0,2.0,0,1,0,1,0,1,0
671,1700,1,0,0.392,0.608,galazza galare,Green Grace,0,Ghiscari,217.0,,,,,Graces,,0,0,0,0,1,,,,,0,1,88.0,0,0,0,0.090301003,1,None,,,,23.0,0,1,0,0,0,0,1
672,1701,1,1,0.995,0.005,emmond,,1,Ironborn,,,,,,Drowned men,,0,0,0,1,0,,,,,0,0,,0,0,0,0.010033445,1,Greyjoy,,,,1.0,1,0,0,0,0,1,0
673,1703,0,0,0.073,0.927,gared,,1,,231.0,297.0,,,,Night's Watch,,1,1,0,0,0,,,,,0,0,66.0,0,0,0,0.093645485,0,Night's Watch,297.0,1.0,1.0,0.0,1,0,1,0,0,0,0
674,1704,1,1,0.735,0.265,genna lannister,Lady,0,,245.0,,,,,,Emmon Frey,1,1,1,1,1,,,,1.0,1,1,60.0,0,0,0,0.21739130399999998,1,Lannister,,,,33.0,0,1,0,0,0,1,0
675,1705,1,0,0.293,0.7070000000000001,garlan tyrell,Ser,1,,277.0,,,,,House Tyrell of Brightwater Keep,Leonette Fossoway,1,1,1,1,1,,,,1.0,1,1,28.0,0,0,0,0.327759197,1,House Tyrell,,,,62.0,1,1,0,1,1,1,0
676,1707,0,1,0.813,0.187,gevin harlaw,,0,Ironborn,,299.0,,,,House Harlaw,,0,1,1,0,0,,,,,0,0,,0,0,0,0.016722408,0,Greyjoy,299.0,2.0,66.0,37.0,1,1,0,1,0,0,0
677,1708,1,1,0.6890000000000001,0.311,gerold dayne,Ser,1,Dorne,270.0,,,,,House Dayne of High Hermitage,,0,0,0,1,1,,,,,0,1,35.0,0,0,0,0.107023411,1,Martell,,,,13.0,1,1,0,0,0,1,0
678,1709,1,0,0.494,0.506,godry farring,Ser,1,,,,,,,House Farring,,0,0,0,1,1,,,,,0,1,,0,0,0,0.063545151,1,Baratheon,,,,3.0,1,1,0,0,0,0,1
679,1710,1,1,0.96,0.04,gorold goodbrother,Lord of Hammerhorn,1,Ironborn,,,,,,House Goodbrother,,0,1,1,1,1,,,,,0,1,,0,0,0,0.080267559,1,Greyjoy,,,,1.0,1,1,0,0,0,1,0
680,1711,1,0,0.171,0.8290000000000001,grenn,,1,Westeros,281.0,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,24.0,0,0,0,0.204013378,1,Night's Watch,,,,19.0,1,0,1,1,1,1,1
681,1712,1,0,0.17600000000000002,0.8240000000000001,grey worm,,1,,,,,,,Unsullied,,0,0,1,1,1,,,,,0,0,,0,0,0,0.140468227,1,Targaryen,,,,42.0,1,0,0,0,1,0,1
682,1714,0,1,0.778,0.222,groleo,[1],0,Pentoshi,,300.0,,,,House Targaryen,,0,0,1,1,1,,,,,0,1,,0,0,0,0.11036789300000001,0,House Targaryen,300.0,5.0,59.0,,1,0,0,0,1,0,1
683,1715,1,1,0.504,0.496,grunt,,1,Northmen,,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0,0,0.026755853,1,None,,,,12.0,1,0,0,0,0,0,1
684,1716,0,0,0.405,0.595,gregor clegane,Ser,1,,265.0,300.0,,,,House Clegane,,1,1,1,1,1,,,,,0,1,35.0,1,1,1,0.836120401,0,Lannister,300.0,4.0,72.0,29.0,1,1,1,1,1,0,0
685,1717,1,1,0.937,0.063,gylbert farwynd,Lonely Light,1,Ironborn,,,,,,House Farwynd of the Lonely Light,,0,0,1,1,1,,,,,0,1,,0,0,0,0.040133779,1,Greyjoy,,,,19.0,1,1,0,0,0,1,0
686,1718,0,0,0.193,0.807,guyard morrigen,Ser,1,,278.0,299.0,,,,House Morrigen,,0,1,0,0,1,,,,,0,1,21.0,0,0,0,0.063545151,0,Baratheon,299.0,2.0,62.0,22.0,1,1,0,1,0,0,0
687,1719,1,1,0.937,0.063,hallyne,LordWisdom,1,,,,,,,Alchemists' Guild,,0,1,1,1,0,,,,,0,1,,0,0,0,0.086956522,1,Lannister,,,,17.0,1,0,0,1,0,1,0
688,1720,0,0,0.106,0.894,haggo,Bloodrider,1,Dothraki,,298299.0,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.033444816,0,None,298.0,1.0,64.0,11.0,1,0,1,0,0,0,0
689,1721,0,1,0.6990000000000001,0.301,hazzea,,0,Ghiscari,295.0,300.0,,,,,,0,0,0,0,1,,,,,0,0,5.0,0,0,0,0.043478261,0,None,300.0,5.0,11.0,11.0,0,0,0,0,0,0,1
690,1723,0,0,0.047,0.953,harma,,0,Wildlings,,300.0,,,,,,0,1,1,0,1,,,,,0,0,,0,0,0,0.053511706,0,Wildling,300.0,3.0,75.0,0.0,0,1,0,0,1,0,0
691,1724,1,0,0.18899999999999997,0.8109999999999999,harry strickland,Captain-General,1,,,,,,,House Strickland,,0,0,0,0,1,,,,,0,1,,0,0,0,0.076923077,1,None,,,,24.0,1,0,0,0,0,0,1
692,1725,1,1,0.9520000000000001,0.048,harys swyft,Knight,1,,,,,,,House Swyft,,1,1,1,1,1,,,,,0,1,,1,1,1,0.451505017,1,Lannister,,,,69.0,1,1,1,1,1,1,1
693,1726,1,1,0.6579999999999999,0.342,harwin,,0,Northmen,271.0,,,,,House Stark,,1,1,1,1,1,,,,,0,0,34.0,0,0,0,0.130434783,1,Stark,,,,1.0,1,0,1,0,1,1,0
694,1727,1,0,0.235,0.765,hobb,,1,,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.043478261,1,Night's Watch,,,,52.0,1,0,1,0,1,0,1
695,1728,1,1,0.738,0.262,high sparrow,High Septon,1,,,,,,,Faith of the Seven,,0,0,0,1,1,,,,,0,1,,0,0,0,0.16722408,1,None,,,,4.0,1,0,0,0,0,1,1
696,1729,1,1,0.557,0.44299999999999995,hot pie,,0,,,,,,,,,0,1,1,1,0,,,,,0,0,,0,0,0,0.18394648800000002,1,None,,,,1.0,1,0,0,1,1,0,0
697,1731,0,0,0.213,0.787,holly,,1,Free Folk,283.0,300.0,,,,,,0,0,0,0,1,,,,,0,0,17.0,0,0,0,0.056856187,0,Wildling,300.0,5.0,69.0,37.0,0,0,0,0,0,0,1
698,1732,0,0,0.11,0.89,hugh,Ser,1,Valemen,,298.0,,,,House Arryn,,1,0,0,0,0,,,,,0,1,,0,0,0,0.063545151,0,House Arryn,298.0,1.0,29.0,25.0,1,0,1,0,0,0,0
699,1733,1,1,0.615,0.385,hyle hunt,Ser,0,,,,,,,House Hunt,,0,0,0,1,0,,,,,0,1,,0,0,0,0.10367893,1,None,300.0,4.0,42.0,14.0,1,1,0,0,0,1,0
700,1734,0,0,0.015,0.985,hoster tully,Lord Paramount of the Trident,1,Rivermen,237.0,299.0,,,,House Tully,Minisa Whent,1,1,1,1,1,,,,1.0,1,1,62.0,6,1,0,0.331103679,0,House Tully,299.0,3.0,35.0,71.0,1,1,1,1,1,0,0
701,1736,1,1,0.557,0.44299999999999995,ilyn payne,Ser,1,Westeros,,,,,,House Payne,,1,1,1,1,1,,,,,0,1,,0,0,0,0.224080268,1,Lannister,,,,15.0,1,1,1,1,1,1,0
702,1737,1,0,0.048,0.9520000000000001,illyrio mopatis,Magister,1,Pentoshi,,,,,,House Targaryen,Cousin to the Prince of Pentos,1,1,1,1,1,,,,1.0,1,1,,0,0,1,0.394648829,1,House Targaryen,,,,3.0,1,1,1,0,0,0,1
703,1738,1,0,0.474,0.526,irri,,0,Dothraki,283.0,,,,,House Targaryen,,1,1,1,1,1,,,,,0,0,22.0,0,0,0,0.19397993300000002,1,House Targaryen,,,,11.0,0,0,1,1,1,0,1
704,1739,0,1,0.5770000000000001,0.423,imry florent,Ser,1,,,299.0,,,,House Florent,,0,1,1,1,0,,,,,0,1,,0,0,0,0.18394648800000002,0,Baratheon,299.0,3.0,4.0,58.0,1,1,0,1,1,0,0
705,1740,1,1,0.825,0.175,jack-be-lucky,,1,,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.026755853,1,None,,,,17.0,1,0,0,0,1,1,0
706,1741,0,1,0.784,0.21600000000000003,jacelyn bywater,Ser,1,,,299.0,,,,House Bywater,,0,1,1,1,0,,,,,0,1,,0,0,0,0.130434783,0,Lannister,299.0,2.0,19.0,8.0,0,1,0,1,0,0,0
707,1742,1,0,0.35200000000000004,0.648,jaime lannister,Ser,1,Westerlands,266.0,,,,,House Lannister,,1,1,1,1,1,,,,,0,1,39.0,7,1,1,1.0,1,Lannister,,,,5.0,1,1,1,1,1,1,1
708,1743,1,0,0.46799999999999997,0.532,jason mallister,Seagard,1,Riverlands,,,,,,House Mallister,,1,1,1,1,1,,,,,0,1,,0,0,0,0.127090301,1,Stark,,,,28.0,1,1,1,0,1,0,0
709,1744,1,0,0.040999999999999995,0.9590000000000001,jeyne poole,,0,Northmen,,,,,,House Poole,Ramsay Bolton,1,1,1,1,1,,,,1.0,1,0,,1,1,1,0.384615385,1,Stark,,,,7.0,0,1,1,0,1,0,1
710,1746,1,1,0.86,0.14,jon fossoway,Knight,1,Reach,,,,,,House Fossoway of New Barrel,Janna Tyrell,0,1,0,0,0,,,,1.0,1,1,,0,0,0,0.18729097,1,Baratheon,,,,22.0,1,1,0,1,0,0,0
711,1747,1,0,0.479,0.521,jonos bracken,Stone Hedge,1,,,,,,,House Bracken,,1,1,1,1,1,,,,,0,1,,0,0,0,0.19063545199999998,1,Tully,,,,28.0,1,1,1,0,1,0,1
712,1748,1,1,0.659,0.341,justin massey,Ser,1,,,,,,,House Massey,,0,0,0,1,1,,,,,0,1,,0,0,0,0.080267559,1,Baratheon,,,,7.0,1,1,0,0,0,0,1
713,1750,1,1,0.884,0.11599999999999999,jon snow,Lord Commander of the Night's Watch,1,Northmen,283.0,,,,,House Stark,,1,1,1,1,1,,,,,0,1,22.0,5,1,1,1.0,1,Night's Watch,,,,1.0,1,1,1,1,1,1,1
714,1751,1,0,0.496,0.504,joss stilwood,,1,,,,,,,House Clegane,,1,1,0,1,0,,,,,0,0,,0,0,0,0.016722408,1,Lannister,,,,,1,0,1,0,0,0,0
715,1752,0,0,0.26,0.74,kevan lannister,Ser,1,,244.0,300.0,,,,House Lannister,Dorna Swyft,1,1,1,1,1,,,,1.0,1,1,56.0,4,1,1,0.869565217,0,House Lannister,300.0,5.0,,56.0,1,1,1,1,1,1,1
716,1753,1,1,0.986,0.013999999999999999,lady of the leaves,Lady of the Leaves,0,,,,,,,,,0,0,1,1,0,,,,,0,1,,0,0,0,0.02006689,1,None,,,,22.0,0,0,0,0,1,0,0
717,1754,0,1,0.976,0.024,lharys,,1,,,298.0,,,,House Bracken,,1,0,0,0,0,,,,,0,0,,0,0,0,0.016722408,0,Stark,298.0,1.0,34.0,31.0,1,1,1,0,0,0,0
718,1759,1,1,0.838,0.162,lothar frey,Twins,1,Rivermen,264.0,,,,,House Frey,Leonella Lefford,1,1,1,1,1,,,,1.0,1,1,41.0,1,1,0,0.17391304300000002,1,None,,,,35.0,1,1,0,0,1,0,0
719,1760,1,1,0.5720000000000001,0.428,lothor brune,Ser,1,,,,,,,House Brune of Brownhollow,,1,1,1,1,1,,,,,0,1,,0,0,0,0.137123746,1,None,,,,29.0,1,1,1,1,1,1,0
720,1762,1,1,0.69,0.31,maege mormont,Lady of Bear Island,0,Northmen,239.0,,,,,House Mormont,,1,1,1,1,1,,,,,0,1,66.0,1,1,0,0.137123746,1,Stark,,,,53.0,0,1,1,0,1,0,0
721,1763,1,1,0.825,0.175,mad huntsman,,1,,,,,,,Brotherhood without banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.036789298,1,None,,,,29.0,1,0,0,0,1,0,0
722,1764,1,0,0.067,0.9329999999999999,mance rayder,,1,Free folk,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,1,0.7090301,1,Wildling,,,,15.0,1,1,0,0,1,0,1
723,1765,1,1,0.637,0.363,mark mullendore,Ser,1,,,,,,,House Mullendore,,0,1,1,1,1,,,,,0,1,,0,0,0,0.050167224,1,Tully,,,,22.0,1,1,0,1,0,0,0
724,1767,1,1,0.835,0.165,marlon manderly,Ser,1,,,,,,,House Manderly,,0,0,0,1,1,,,,,0,1,,0,0,0,0.043478261,1,Stark,,,,19.0,1,1,0,0,0,0,1
725,1770,1,1,0.6940000000000001,0.306,marq piper,Ser,1,Rivermen,,,,,,House Piper,,1,1,1,1,1,,,,,0,1,,0,0,0,0.140468227,1,Tully,,,,56.0,1,1,1,0,1,0,0
726,1771,1,0,0.445,0.555,mathis rowan,Goldengrove,1,Reach,,,,,,House Rowan,Bethany Redwyne,1,1,1,1,1,,,,1.0,1,1,,0,0,1,0.364548495,1,Lannister,,,,22.0,1,1,0,1,1,1,0
727,1772,1,1,0.767,0.233,meribald,Septon,1,,247.0,,,,,Faith of the Seven,,0,0,0,1,0,,,,,0,0,58.0,0,0,0,0.10367893,1,None,,,,25.0,1,0,0,0,0,1,0
728,1773,0,0,0.304,0.696,mirri maz duur,Godswife,0,Lhazareen,257.0,299.0,,,,,,1,1,1,1,1,,,,,0,1,42.0,0,0,0,0.143812709,0,None,299.0,1.0,72.0,61.0,0,0,1,0,0,0,0
729,1774,0,1,0.76,0.24,mikken,,1,Northmen,,299.0,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0,0,0.096989967,0,House Stark,299.0,2.0,46.0,8.0,1,0,1,1,0,0,0
730,1775,1,0,0.47700000000000004,0.523,morros slynt,Lord,1,,,,,,,House Slynt,,0,1,1,0,0,,,,,0,1,,0,0,0,0.043478261,1,Lannister,,,,2.0,1,1,0,1,1,0,0
731,1776,1,1,0.868,0.132,myranda royce,,0,,279.0,,,,,House Royce of the Gates of the Moon,,0,1,1,1,1,,,,,0,0,26.0,0,0,0,0.043478261,1,Arryn,,,,41.0,0,1,0,0,0,1,0
732,1778,1,1,0.981,0.019,notch,,0,,,,,,,Brotherhood without Banners,,0,0,1,1,0,,,,,0,0,,0,0,0,0.013377926000000002,1,None,,,,43.0,1,0,0,0,1,0,0
733,1779,1,1,0.8270000000000001,0.17300000000000001,obara sand,,0,Dornish,271.0,,,,,House Martell,,0,0,1,1,1,,,,,0,0,34.0,1,1,0,0.140468227,1,House Martell,,,,2.0,0,1,0,0,0,1,1
734,1781,1,0,0.235,0.765,pypar,,1,,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.113712375,1,Night's Watch,,,,19.0,1,0,1,0,1,1,1
735,1782,1,1,0.711,0.289,roose bolton,Dreadfort,1,Northmen,260.0,,,,,House Bolton,Bethany Ryswell,1,1,1,1,1,,,,1.0,1,1,45.0,1,1,1,0.97993311,1,Stark,,,,33.0,1,1,1,1,1,0,1
736,1783,1,0,0.381,0.619,shireen baratheon,Princess,0,,289.0,,,,,House Baratheon of Dragonstone,,1,1,1,1,1,,,,,0,1,16.0,4,1,0,0.23076923100000002,1,Baratheon,,,,0.0,0,1,0,1,1,0,1
737,1785,0,0,0.45,0.55,renly baratheon,Lord Paramount of the Stormlands,1,Stormlands,277.0,299.0,,,,House Baratheon,Margaery Tyrell,1,1,1,1,1,,,,1.0,1,1,22.0,2,1,1,1.0,0,House Baratheon,299.0,2.0,33.0,15.0,1,1,1,1,0,0,0
738,1786,1,0,0.259,0.741,theon greyjoy,green lands,1,Ironmen,278.0,,,,,House Greyjoy,,1,1,1,1,1,,,,,0,1,27.0,4,1,1,1.0,1,House Greyjoy,,,,1.0,1,1,1,1,0,0,1
739,1788,1,1,0.897,0.10300000000000001,rodrik harlaw,Harlaw,1,Ironborn,,,,,,House Harlaw,,0,1,1,1,1,,,,,0,1,,0,0,0,0.160535117,1,Greyjoy,,,,11.0,1,1,0,0,0,1,0
740,1790,0,0,0.069,0.9309999999999999,varamyr,,1,Free Folk,,300.0,,,,,,0,0,1,0,1,,,,,0,0,,0,0,0,0.22742474899999998,0,Wildling,300.0,5.0,0.0,15.0,1,0,0,0,1,0,1
741,1792,1,1,0.784,0.21600000000000003,richard horpe,Ser,1,,,,,,,House Horpe,,0,0,0,1,1,,,,,0,1,,0,0,0,0.063545151,1,Baratheon,,,,17.0,1,1,0,0,0,0,1
742,1793,1,1,0.961,0.039,sansa stark,Princess,0,Northmen,286.0,,,,,House Stark,Tyrion Lannister,1,1,1,1,1,,,,1.0,1,1,19.0,10,1,1,1.0,1,Stark,,,,7.0,0,1,1,1,1,1,0
743,1794,0,0,0.003,0.997,vargo hoat,Lord of Harrenhal,1,Qohor,,300.0,,,,Brave Companions,,1,1,1,1,0,,,,,0,1,,0,0,0,0.21070234100000002,0,None,300.0,3.0,20.0,30.0,1,0,0,1,1,0,0
744,1795,1,0,0.085,0.915,jaqen h'ghar,,1,,,,,,,Faceless Men,,0,0,0,0,0,,,,,0,0,,0,0,0,0.200668896,1,None,,,,5.0,1,0,0,1,0,1,0
745,1796,1,0,0.34,0.66,robert arryn,Eyrie,1,Valemen,292.0,,,,,House Arryn,,1,1,1,1,1,,,,,0,1,13.0,0,0,0,0.321070234,1,House Arryn,,,,40.0,1,1,1,0,1,1,0
746,1797,1,0,0.39899999999999997,0.601,rakharo,Bloodrider,1,Dothraki,,,,,,House Targaryen,,1,1,1,1,1,,,,,0,0,,0,0,0,0.18394648800000002,1,House Targaryen,,,,54.0,1,0,1,1,1,0,1
747,1799,0,0,0.053,0.9470000000000001,tywin lannister,Casterly Rock,1,,242.0,300.0,,,,House Lannister,Joanna Lannister,1,1,1,1,1,,,,0.0,1,1,58.0,5,1,1,1.0,0,House Lannister,300.0,3.0,77.0,42.0,1,1,1,1,1,0,0
748,1800,1,1,0.73,0.27,shagga,,1,Vale mountain clans,,,,,,Stone Crows,,1,1,1,1,1,,,,,0,0,,0,0,0,0.073578595,1,Lannister,,,,39.0,1,0,1,1,0,0,0
